PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
129083,6942,lulls you into a gentle waking coma,1,lulls you into a gentle waking coma,3,2,1.5625,129083,"['coma', 'gentle', 'into', 'waking', 'you', 'you into']"
129081,6942,simply lulls you into a gentle waking coma .,2,simply lulls you into a gentle waking coma .,3,1,1.5625,129081,"['coma', 'gentle', 'into', 'simply', 'waking', 'you', 'you into']"
129076,6942,"loud and offensive , but more often",1,"loud and offensive , but more often",2,1,1.5625,129076,"['and', 'but', 'loud', 'loud and', 'more', 'more often', 'offensive', 'often']"
129077,6942,loud and offensive,2,loud and offensive,1,1,1.5625,129077,"['and', 'loud', 'loud and', 'offensive']"
129074,6942,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",1,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",3,2,1.5625,129074,"['and', 'but', 'coma', 'gentle', 'into', 'it', 'loud', 'loud and', 'more', 'more often', 'occasionally', 'offensive', 'often', 'simply', 'waking', 'you', 'you into']"
129075,6942,"Occasionally loud and offensive , but more often",1,"Occasionally loud and offensive , but more often",2,1,1.5625,129075,"['and', 'but', 'loud', 'loud and', 'more', 'more often', 'occasionally', 'offensive', 'often']"
129082,6942,lulls you into a gentle waking coma .,0,lulls you into a gentle waking coma .,3,3,1.5625,129082,"['coma', 'gentle', 'into', 'waking', 'you', 'you into']"
66892,3394,is a failure,0,is a failure,2,2,1.5555555555555556,66892,"['failure', 'is']"
66890,3394,it is a failure .,0,it is a failure .,2,2,1.5555555555555556,66890,"['failure', 'is', 'it', 'it is']"
49659,2434,intoxicating atmosphere and,4,intoxicating atmosphere and,2,2,1.5555555555555556,49659,"['and', 'atmosphere', 'intoxicating']"
49653,2434,has made a film of intoxicating atmosphere and little else .,1,has made a film of intoxicating atmosphere and little else .,4,3,1.5555555555555556,49653,"['and', 'and little', 'atmosphere', 'else', 'film', 'film of', 'has', 'has made', 'intoxicating', 'little', 'little else', 'made', 'made film', 'of']"
66894,3394,failure,0,failure,2,2,1.5555555555555556,66894,['failure']
66893,3394,a failure,0,a failure,2,2,1.5555555555555556,66893,['failure']
85690,4431,cesspool,0,cesspool,2,2,1.5555555555555556,85690,[]
66891,3394,is a failure .,0,is a failure .,2,2,1.5555555555555556,66891,"['failure', 'is']"
85688,4431,of a cesspool,0,of a cesspool,2,2,1.5555555555555556,85688,['of']
49654,2434,has made a film of intoxicating atmosphere and little else,2,has made a film of intoxicating atmosphere and little else,4,2,1.5555555555555556,49654,"['and', 'and little', 'atmosphere', 'else', 'film', 'film of', 'has', 'has made', 'intoxicating', 'little', 'little else', 'made', 'made film', 'of']"
49655,2434,made a film of intoxicating atmosphere and little else,2,made a film of intoxicating atmosphere and little else,4,2,1.5555555555555556,49655,"['and', 'and little', 'atmosphere', 'else', 'film', 'film of', 'intoxicating', 'little', 'little else', 'made', 'made film', 'of']"
49656,2434,a film of intoxicating atmosphere and little else,2,a film of intoxicating atmosphere and little else,1,1,1.5555555555555556,49656,"['and', 'and little', 'atmosphere', 'else', 'film', 'film of', 'intoxicating', 'little', 'little else', 'of']"
85689,4431,a cesspool,1,a cesspool,2,1,1.5555555555555556,85689,[]
66886,3394,"By that measure , it is a failure .",0,"By that measure , it is a failure .",2,2,1.5555555555555556,66886,"['by', 'failure', 'is', 'it', 'it is', 'measure', 'that']"
85687,4431,scenic appeal,2,scenic appeal,2,0,1.5555555555555556,85687,"['appeal', 'scenic']"
49657,2434,of intoxicating atmosphere and little else,1,of intoxicating atmosphere and little else,2,1,1.5555555555555556,49657,"['and', 'and little', 'atmosphere', 'else', 'intoxicating', 'little', 'little else', 'of']"
85686,4431,the scenic appeal,2,the scenic appeal,2,0,1.5555555555555556,85686,"['appeal', 'scenic', 'the']"
66889,3394,", it is a failure .",0,", it is a failure .",2,2,1.5555555555555556,66889,"['failure', 'is', 'it', 'it is']"
66888,3394,that measure,2,that measure,2,0,1.5555555555555556,66888,"['measure', 'that']"
66887,3394,By that measure,2,By that measure,2,0,1.5555555555555556,66887,"['by', 'measure', 'that']"
49660,2434,intoxicating atmosphere,4,intoxicating atmosphere,2,2,1.5555555555555556,49660,"['atmosphere', 'intoxicating']"
49652,2434,Coppola has made a film of intoxicating atmosphere and little else .,3,Coppola has made a film of intoxicating atmosphere and little else .,4,1,1.5555555555555556,49652,"['and', 'and little', 'atmosphere', 'coppola', 'else', 'film', 'film of', 'has', 'has made', 'intoxicating', 'little', 'little else', 'made', 'made film', 'of']"
49658,2434,intoxicating atmosphere and little else,2,intoxicating atmosphere and little else,2,0,1.5555555555555556,49658,"['and', 'and little', 'atmosphere', 'else', 'intoxicating', 'little', 'little else']"
85683,4431,Has all the scenic appeal of a cesspool,0,Has all the scenic appeal of a cesspool,3,3,1.5555555555555556,85683,"['all', 'all the', 'appeal', 'has', 'has all', 'of', 'scenic', 'the']"
85684,4431,all the scenic appeal of a cesspool,0,all the scenic appeal of a cesspool,3,3,1.5555555555555556,85684,"['all', 'all the', 'appeal', 'of', 'scenic', 'the']"
85685,4431,all the scenic appeal,2,all the scenic appeal,2,0,1.5555555555555556,85685,"['all', 'all the', 'appeal', 'scenic', 'the']"
85682,4431,Has all the scenic appeal of a cesspool .,0,Has all the scenic appeal of a cesspool .,3,3,1.5555555555555556,85682,"['all', 'all the', 'appeal', 'has', 'has all', 'of', 'scenic', 'the']"
147602,8032,'s not one decent performance from the cast and not one clever line of dialogue .,1,'s not one decent performance from the cast and not one clever line of dialogue .,4,3,1.5384615384615385,147602,"['and', 'and not', 'cast', 'cast and', 'clever', 'decent', 'dialogue', 'from', 'from the', 'line', 'line of', 'not', 'not one', 'of', 'of dialogue', 'one', 'performance', 'performance from', 'the', 'the cast']"
145353,7898,Ms. Bullock 's best work,3,Ms. Bullock 's best work,2,1,1.5384615384615385,145353,"['best', 'best work', 'bullock', 'ms', 'work']"
147610,8032,not one clever line of dialogue,0,not one clever line of dialogue,2,2,1.5384615384615385,147610,"['clever', 'dialogue', 'line', 'line of', 'not', 'not one', 'of', 'of dialogue', 'one']"
147609,8032,from the cast,2,from the cast,2,0,1.5384615384615385,147609,"['cast', 'from', 'from the', 'the', 'the cast']"
147603,8032,'s not one decent performance from the cast and not one clever line of dialogue,0,'s not one decent performance from the cast and not one clever line of dialogue,4,4,1.5384615384615385,147603,"['and', 'and not', 'cast', 'cast and', 'clever', 'decent', 'dialogue', 'from', 'from the', 'line', 'line of', 'not', 'not one', 'of', 'of dialogue', 'one', 'performance', 'performance from', 'the', 'the cast']"
147612,8032,one clever line,3,one clever line,2,1,1.5384615384615385,147612,"['clever', 'line', 'one']"
147601,8032,There 's not one decent performance from the cast and not one clever line of dialogue .,0,There 's not one decent performance from the cast and not one clever line of dialogue .,4,4,1.5384615384615385,147601,"['and', 'and not', 'cast', 'cast and', 'clever', 'decent', 'dialogue', 'from', 'from the', 'line', 'line of', 'not', 'not one', 'of', 'of dialogue', 'one', 'performance', 'performance from', 'the', 'the cast', 'there', 'there not']"
147613,8032,clever line,2,clever line,2,0,1.5384615384615385,147613,"['clever', 'line']"
145355,7898,in some time,2,in some time,2,0,1.5384615384615385,145355,"['in', 'in some', 'some', 'some time', 'time']"
145354,7898,Ms. Bullock 's,2,Ms. Bullock 's,2,0,1.5384615384615385,145354,"['bullock', 'ms']"
145346,7898,"The movie is hardly a masterpiece ,",1,"The movie is hardly a masterpiece ,",4,3,1.5384615384615385,145346,"['hardly', 'is', 'is hardly', 'masterpiece', 'movie', 'movie is', 'the', 'the movie']"
145352,7898,mark Ms. Bullock 's best work,4,mark Ms. Bullock 's best work,2,2,1.5384615384615385,145352,"['best', 'best work', 'bullock', 'mark', 'ms', 'work']"
147611,8032,not one clever line,0,not one clever line,2,2,1.5384615384615385,147611,"['clever', 'line', 'not', 'not one', 'one']"
145350,7898,does mark Ms. Bullock 's best work in some time,3,does mark Ms. Bullock 's best work in some time,3,0,1.5384615384615385,145350,"['best', 'best work', 'bullock', 'does', 'in', 'in some', 'mark', 'ms', 'some', 'some time', 'time', 'work', 'work in']"
147604,8032,one decent performance from the cast and not one clever line of dialogue,1,one decent performance from the cast and not one clever line of dialogue,3,2,1.5384615384615385,147604,"['and', 'and not', 'cast', 'cast and', 'clever', 'decent', 'dialogue', 'from', 'from the', 'line', 'line of', 'not', 'not one', 'of', 'of dialogue', 'one', 'performance', 'performance from', 'the', 'the cast']"
147608,8032,decent performance,3,decent performance,3,0,1.5384615384615385,147608,"['decent', 'performance']"
145344,7898,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time",3,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time",4,1,1.5384615384615385,145344,"['best', 'best work', 'bullock', 'but', 'but it', 'does', 'hardly', 'in', 'in some', 'is', 'is hardly', 'it', 'it does', 'mark', 'masterpiece', 'movie', 'movie is', 'ms', 'some', 'some time', 'the', 'the movie', 'time', 'work', 'work in']"
145349,7898,it does mark Ms. Bullock 's best work in some time,4,it does mark Ms. Bullock 's best work in some time,3,1,1.5384615384615385,145349,"['best', 'best work', 'bullock', 'does', 'in', 'in some', 'it', 'it does', 'mark', 'ms', 'some', 'some time', 'time', 'work', 'work in']"
145347,7898,The movie is hardly a masterpiece,0,The movie is hardly a masterpiece,4,4,1.5384615384615385,145347,"['hardly', 'is', 'is hardly', 'masterpiece', 'movie', 'movie is', 'the', 'the movie']"
145345,7898,"The movie is hardly a masterpiece , but",2,"The movie is hardly a masterpiece , but",4,2,1.5384615384615385,145345,"['but', 'hardly', 'is', 'is hardly', 'masterpiece', 'movie', 'movie is', 'the', 'the movie']"
145348,7898,is hardly a masterpiece,0,is hardly a masterpiece,4,4,1.5384615384615385,145348,"['hardly', 'is', 'is hardly', 'masterpiece']"
145343,7898,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",3,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",4,1,1.5384615384615385,145343,"['best', 'best work', 'bullock', 'but', 'but it', 'does', 'hardly', 'in', 'in some', 'is', 'is hardly', 'it', 'it does', 'mark', 'masterpiece', 'movie', 'movie is', 'ms', 'some', 'some time', 'the', 'the movie', 'time', 'work', 'work in']"
145351,7898,mark Ms. Bullock 's best work in some time,4,mark Ms. Bullock 's best work in some time,3,1,1.5384615384615385,145351,"['best', 'best work', 'bullock', 'in', 'in some', 'mark', 'ms', 'some', 'some time', 'time', 'work', 'work in']"
147605,8032,one decent performance from the cast and,3,one decent performance from the cast and,3,0,1.5384615384615385,147605,"['and', 'cast', 'cast and', 'decent', 'from', 'from the', 'one', 'performance', 'performance from', 'the', 'the cast']"
147606,8032,one decent performance from the cast,2,one decent performance from the cast,3,1,1.5384615384615385,147606,"['cast', 'decent', 'from', 'from the', 'one', 'performance', 'performance from', 'the', 'the cast']"
147607,8032,one decent performance,3,one decent performance,2,1,1.5384615384615385,147607,"['decent', 'one', 'performance']"
90036,4684,critics have come to term an `` ambitious failure,1,critics have come to term an `` ambitious failure,2,1,1.5333333333333334,90036,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'failure', 'have', 'have come', 'term', 'to']"
90043,4684,ambitious failure,1,ambitious failure,2,1,1.5333333333333334,90043,"['ambitious', 'failure']"
90041,4684,an `` ambitious failure,0,an `` ambitious failure,3,3,1.5333333333333334,90041,"['ambitious', 'an', 'an ambitious', 'failure']"
90040,4684,term an `` ambitious failure,0,term an `` ambitious failure,3,3,1.5333333333333334,90040,"['ambitious', 'an', 'an ambitious', 'failure', 'term']"
90039,4684,to term an `` ambitious failure,0,to term an `` ambitious failure,3,3,1.5333333333333334,90039,"['ambitious', 'an', 'an ambitious', 'failure', 'term', 'to']"
90038,4684,come to term an `` ambitious failure,0,come to term an `` ambitious failure,2,2,1.5333333333333334,90038,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'failure', 'term', 'to']"
90037,4684,have come to term an `` ambitious failure,1,have come to term an `` ambitious failure,2,1,1.5333333333333334,90037,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'failure', 'have', 'have come', 'term', 'to']"
90042,4684,`` ambitious failure,1,`` ambitious failure,2,1,1.5333333333333334,90042,"['ambitious', 'failure']"
90035,4684,what critics have come to term an `` ambitious failure,0,what critics have come to term an `` ambitious failure,2,2,1.5333333333333334,90035,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'failure', 'have', 'have come', 'term', 'to', 'what']"
90034,4684,of what critics have come to term an `` ambitious failure,0,of what critics have come to term an `` ambitious failure,2,2,1.5333333333333334,90034,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'failure', 'have', 'have come', 'of', 'of what', 'term', 'to', 'what']"
90033,4684,very definition,2,very definition,2,0,1.5333333333333334,90033,"['definition', 'very']"
90032,4684,The very definition,2,The very definition,2,0,1.5333333333333334,90032,"['definition', 'the', 'the very', 'very']"
90031,4684,The very definition of what critics have come to term an `` ambitious failure,1,The very definition of what critics have come to term an `` ambitious failure,2,1,1.5333333333333334,90031,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'definition', 'failure', 'have', 'have come', 'of', 'of what', 'term', 'the', 'the very', 'to', 'very', 'what']"
90030,4684,The very definition of what critics have come to term an `` ambitious failure .,0,The very definition of what critics have come to term an `` ambitious failure .,2,2,1.5333333333333334,90030,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'definition', 'failure', 'have', 'have come', 'of', 'of what', 'term', 'the', 'the very', 'to', 'very', 'what']"
90029,4684,The very definition of what critics have come to term an `` ambitious failure . '',1,The very definition of what critics have come to term an `` ambitious failure . '',2,1,1.5333333333333334,90029,"['ambitious', 'an', 'an ambitious', 'come', 'come to', 'critics', 'definition', 'failure', 'have', 'have come', 'of', 'of what', 'term', 'the', 'the very', 'to', 'very', 'what']"
21475,961,Oscar-winning master,3,Oscar-winning master,4,1,1.5263157894736843,21475,"['master', 'oscar', 'winning']"
21463,961,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,1,Demme finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,2,1.5263157894736843,21463,"['demme', 'finally', 'from', 'hack', 'his', 'in', 'master', 'oscar', 'studio', 'succeeds', 'succeeds in', 'to', 'winning']"
21464,961,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,3,1.5263157894736843,21464,"['finally', 'from', 'hack', 'his', 'in', 'master', 'oscar', 'studio', 'succeeds', 'succeeds in', 'to', 'winning']"
21465,961,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,3,3,1.5263157894736843,21465,"['from', 'hack', 'his', 'in', 'master', 'oscar', 'studio', 'succeeds', 'succeeds in', 'to', 'winning']"
21472,961,his stature,2,his stature,2,0,1.5263157894736843,21472,['his']
21469,961,diminishing his stature from Oscar-winning master,1,diminishing his stature from Oscar-winning master,4,3,1.5263157894736843,21469,"['from', 'his', 'master', 'oscar', 'winning']"
21470,961,diminishing his stature,1,diminishing his stature,2,1,1.5263157894736843,21470,['his']
21473,961,stature,2,stature,2,0,1.5263157894736843,21473,[]
21474,961,from Oscar-winning master,3,from Oscar-winning master,4,1,1.5263157894736843,21474,"['from', 'master', 'oscar', 'winning']"
21471,961,diminishing,2,diminishing,2,0,1.5263157894736843,21471,[]
21476,961,Oscar-winning,4,Oscar-winning,2,2,1.5263157894736843,21476,"['oscar', 'winning']"
21478,961,lowly studio hack,1,lowly studio hack,2,1,1.5263157894736843,21478,"['hack', 'studio']"
21480,961,studio hack,1,studio hack,2,1,1.5263157894736843,21480,"['hack', 'studio']"
21481,961,studio,2,studio,2,0,1.5263157894736843,21481,['studio']
21477,961,to lowly studio hack,1,to lowly studio hack,2,1,1.5263157894736843,21477,"['hack', 'studio', 'to']"
21468,961,diminishing his stature from Oscar-winning master to lowly studio hack,0,diminishing his stature from Oscar-winning master to lowly studio hack,4,4,1.5263157894736843,21468,"['from', 'hack', 'his', 'master', 'oscar', 'studio', 'to', 'winning']"
21467,961,in diminishing his stature from Oscar-winning master to lowly studio hack,1,in diminishing his stature from Oscar-winning master to lowly studio hack,4,3,1.5263157894736843,21467,"['from', 'hack', 'his', 'in', 'master', 'oscar', 'studio', 'to', 'winning']"
21479,961,lowly,2,lowly,2,0,1.5263157894736843,21479,[]
21466,961,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack,3,3,1.5263157894736843,21466,"['from', 'hack', 'his', 'in', 'master', 'oscar', 'studio', 'succeeds', 'succeeds in', 'to', 'winning']"
81723,4216,especially when I have to put up with 146 minutes of it,1,especially when I have to put up with 146 minutes of it,2,1,1.5238095238095237,81723,"['especially', 'especially when', 'have', 'have to', 'it', 'minutes', 'minutes of', 'of', 'of it', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81720,4216,least favourite emotions,1,least favourite emotions,2,1,1.5238095238095237,81720,"['emotions', 'least']"
81719,4216,my least favourite emotions,2,my least favourite emotions,2,0,1.5238095238095237,81719,"['emotions', 'least', 'my']"
81718,4216,"my least favourite emotions ,",1,"my least favourite emotions ,",2,1,1.5238095238095237,81718,"['emotions', 'least', 'my']"
81717,4216,"my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"my least favourite emotions , especially when I have to put up with 146 minutes of it",2,2,1.5238095238095237,81717,"['emotions', 'especially', 'especially when', 'have', 'have to', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81715,4216,"one of my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"one of my least favourite emotions , especially when I have to put up with 146 minutes of it",4,4,1.5238095238095237,81715,"['emotions', 'especially', 'especially when', 'have', 'have to', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'of my', 'one', 'one of', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81721,4216,least favourite,1,least favourite,2,1,1.5238095238095237,81721,['least']
81722,4216,favourite,4,favourite,2,2,1.5238095238095237,81722,[]
81726,4216,to put up with 146 minutes of it,1,to put up with 146 minutes of it,2,1,1.5238095238095237,81726,"['it', 'minutes', 'minutes of', 'of', 'of it', 'put', 'to', 'to put', 'up', 'up with', 'with']"
81712,4216,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",0,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",4,4,1.5238095238095237,81712,"['confusion', 'emotions', 'especially', 'especially when', 'have', 'have to', 'is', 'is one', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'of my', 'one', 'one of', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81716,4216,"of my least favourite emotions , especially when I have to put up with 146 minutes of it",0,"of my least favourite emotions , especially when I have to put up with 146 minutes of it",3,3,1.5238095238095237,81716,"['emotions', 'especially', 'especially when', 'have', 'have to', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'of my', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81724,4216,I have to put up with 146 minutes of it,0,I have to put up with 146 minutes of it,2,2,1.5238095238095237,81724,"['have', 'have to', 'it', 'minutes', 'minutes of', 'of', 'of it', 'put', 'to', 'to put', 'up', 'up with', 'with']"
81730,4216,146 minutes of it,2,146 minutes of it,2,0,1.5238095238095237,81730,"['it', 'minutes', 'minutes of', 'of', 'of it']"
81714,4216,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it",1,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it",4,3,1.5238095238095237,81714,"['emotions', 'especially', 'especially when', 'have', 'have to', 'is', 'is one', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'of my', 'one', 'one of', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81725,4216,have to put up with 146 minutes of it,0,have to put up with 146 minutes of it,2,2,1.5238095238095237,81725,"['have', 'have to', 'it', 'minutes', 'minutes of', 'of', 'of it', 'put', 'to', 'to put', 'up', 'up with', 'with']"
81713,4216,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",0,"is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",4,4,1.5238095238095237,81713,"['emotions', 'especially', 'especially when', 'have', 'have to', 'is', 'is one', 'it', 'least', 'minutes', 'minutes of', 'my', 'of', 'of it', 'of my', 'one', 'one of', 'put', 'to', 'to put', 'up', 'up with', 'when', 'with']"
81731,4216,146 minutes,2,146 minutes,2,0,1.5238095238095237,81731,['minutes']
81732,4216,146,2,146,2,0,1.5238095238095237,81732,[]
81729,4216,with 146 minutes of it,2,with 146 minutes of it,2,0,1.5238095238095237,81729,"['it', 'minutes', 'minutes of', 'of', 'of it', 'with']"
81728,4216,put up,2,put up,2,0,1.5238095238095237,81728,"['put', 'up']"
81727,4216,put up with 146 minutes of it,1,put up with 146 minutes of it,2,1,1.5238095238095237,81727,"['it', 'minutes', 'minutes of', 'of', 'of it', 'put', 'up', 'up with', 'with']"
30115,1397,thrill,3,thrill,2,1,1.5,30115,['thrill']
153071,8358,sharing the awe in which it holds itself,2,sharing the awe in which it holds itself,4,2,1.5,153071,"['awe', 'holds', 'in', 'in which', 'it', 'itself', 'the', 'which', 'which it']"
153073,8358,the awe,3,the awe,2,1,1.5,153073,"['awe', 'the']"
3271,123,vulgar,0,vulgar,2,2,1.5,3271,['vulgar']
3269,123,vulgar and forgettably,1,vulgar and forgettably,2,1,1.5,3269,"['and', 'vulgar', 'vulgar and']"
153065,8358,its solemn pretension,1,its solemn pretension,2,1,1.5,153065,"['its', 'pretension', 'solemn']"
153072,8358,the awe in which it holds itself,3,the awe in which it holds itself,4,1,1.5,153072,"['awe', 'holds', 'in', 'in which', 'it', 'itself', 'the', 'which', 'which it']"
57228,2882,Aggravating and tedious,0,Aggravating and tedious,2,2,1.5,57228,"['and', 'tedious']"
153070,8358,from sharing the awe in which it holds itself,1,from sharing the awe in which it holds itself,4,3,1.5,153070,"['awe', 'from', 'holds', 'in', 'in which', 'it', 'itself', 'the', 'which', 'which it']"
153069,8358,prevents us,2,prevents us,2,0,1.5,153069,['us']
57227,2882,Aggravating and tedious .,0,Aggravating and tedious .,2,2,1.5,57227,"['and', 'tedious']"
57229,2882,Aggravating and,1,Aggravating and,2,1,1.5,57229,['and']
57230,2882,Aggravating,1,Aggravating,2,1,1.5,57230,[]
153076,8358,holds itself,3,holds itself,2,1,1.5,153076,"['holds', 'itself']"
153075,8358,it holds itself,3,it holds itself,2,1,1.5,153075,"['holds', 'it', 'itself']"
94126,4911,another weepy Southern bore-athon .,0,another weepy Southern bore-athon .,1,1,1.5,94126,"['another', 'bore', 'southern', 'weepy']"
142703,7745,rocks .,3,rocks .,2,1,1.5,142703,[]
144419,7841,sucked .,1,sucked .,2,1,1.5,144419,['sucked']
144418,7841,It sucked .,0,It sucked .,2,2,1.5,144418,"['it', 'sucked']"
129815,6987,"insightfully written , delicately performed",4,"insightfully written , delicately performed",2,2,1.5,129815,"['delicately', 'performed', 'written']"
129816,6987,insightfully written,4,insightfully written,2,2,1.5,129816,['written']
3272,123,forgettably,1,forgettably,2,1,1.5,3272,[]
3270,123,vulgar and,2,vulgar and,2,0,1.5,3270,"['and', 'vulgar', 'vulgar and']"
46514,2262,A beautifully shot but dull and ankle-deep ` epic . ',1,A beautifully shot but dull and ankle-deep ` epic . ',4,3,1.5,46514,"['and', 'beautifully', 'beautifully shot', 'but', 'deep', 'dull', 'dull and', 'epic', 'shot']"
153064,8358,its solemn pretension prevents us from sharing the awe in which it holds itself .,2,its solemn pretension prevents us from sharing the awe in which it holds itself .,4,2,1.5,153064,"['awe', 'from', 'holds', 'in', 'in which', 'it', 'its', 'itself', 'pretension', 'solemn', 'the', 'us', 'which', 'which it']"
3267,123,"Violent , vulgar and forgettably",0,"Violent , vulgar and forgettably",2,2,1.5,3267,"['and', 'violent', 'vulgar', 'vulgar and']"
94125,4911,Yet another weepy Southern bore-athon .,2,Yet another weepy Southern bore-athon .,0,2,1.5,94125,"['another', 'bore', 'southern', 'weepy', 'yet', 'yet another']"
94127,4911,weepy Southern bore-athon .,0,weepy Southern bore-athon .,2,2,1.5,94127,"['bore', 'southern', 'weepy']"
94128,4911,Southern bore-athon .,1,Southern bore-athon .,2,1,1.5,94128,"['bore', 'southern']"
153067,8358,prevents us from sharing the awe in which it holds itself .,2,prevents us from sharing the awe in which it holds itself .,4,2,1.5,153067,"['awe', 'from', 'holds', 'in', 'in which', 'it', 'itself', 'the', 'us', 'which', 'which it']"
153068,8358,prevents us from sharing the awe in which it holds itself,1,prevents us from sharing the awe in which it holds itself,4,3,1.5,153068,"['awe', 'from', 'holds', 'in', 'in which', 'it', 'itself', 'the', 'us', 'which', 'which it']"
104576,5522,Nothing about this movie,1,Nothing about this movie,2,1,1.5,104576,"['about', 'about this', 'movie', 'nothing', 'nothing about', 'this', 'this movie']"
153066,8358,solemn pretension,1,solemn pretension,2,1,1.5,153066,"['pretension', 'solemn']"
120974,6477,Psychologically savvy .,3,Psychologically savvy .,2,1,1.5,120974,"['psychologically', 'savvy']"
13669,587,just unlikable .,0,just unlikable .,2,2,1.5,13669,"['just', 'unlikable']"
138424,7495,Just dreadful .,0,Just dreadful .,2,2,1.5,138424,"['dreadful', 'just']"
138425,7495,Just dreadful,1,Just dreadful,2,1,1.5,138425,"['dreadful', 'just']"
122408,6563,Abysmally,1,Abysmally,2,1,1.5,122408,[]
122407,6563,Abysmally pathetic,0,Abysmally pathetic,2,2,1.5,122407,['pathetic']
150726,8216,I have to admit I walked out of Runteldat .,0,I have to admit I walked out of Runteldat .,2,2,1.5,150726,"['admit', 'have', 'have to', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
150727,8216,have to admit I walked out of Runteldat .,0,have to admit I walked out of Runteldat .,2,2,1.5,150727,"['admit', 'have', 'have to', 'of', 'out', 'out of', 'to', 'to admit', 'walked', 'walked out']"
138660,7513,The story 's pathetic and,0,The story 's pathetic and,2,2,1.5,138660,"['and', 'pathetic', 'story', 'the', 'the story']"
13670,587,just unlikable,1,just unlikable,2,1,1.5,13670,"['just', 'unlikable']"
138662,7513,'s pathetic,0,'s pathetic,2,2,1.5,138662,['pathetic']
138663,7513,the gags are puerile .,0,the gags are puerile .,2,2,1.5,138663,"['are', 'gags', 'puerile', 'the', 'the gags']"
138658,7513,The story 's pathetic and the gags are puerile . .,0,The story 's pathetic and the gags are puerile . .,1,1,1.5,138658,"['and', 'and the', 'are', 'gags', 'pathetic', 'puerile', 'story', 'the', 'the gags', 'the story']"
120975,6477,Psychologically savvy,4,Psychologically savvy,2,2,1.5,120975,"['psychologically', 'savvy']"
13668,587,Not just unlikable .,1,Not just unlikable .,2,1,1.5,13668,"['just', 'not', 'not just', 'unlikable']"
153063,8358,... its solemn pretension prevents us from sharing the awe in which it holds itself .,1,... its solemn pretension prevents us from sharing the awe in which it holds itself .,4,3,1.5,153063,"['awe', 'from', 'holds', 'in', 'in which', 'it', 'its', 'itself', 'pretension', 'solemn', 'the', 'us', 'which', 'which it']"
19658,864,-LRB- A -RRB- mess,0,-LRB- A -RRB- mess,2,2,1.5,19658,"['lrb', 'lrb rrb', 'mess', 'rrb']"
150733,8216,of Runteldat,2,of Runteldat,2,0,1.5,150733,['of']
150732,8216,walked out of Runteldat,1,walked out of Runteldat,2,1,1.5,150732,"['of', 'out', 'out of', 'walked', 'walked out']"
150731,8216,I walked out of Runteldat,1,I walked out of Runteldat,2,1,1.5,150731,"['of', 'out', 'out of', 'walked', 'walked out']"
